source_sentence_en	target_sentence	source_lang	target_lang	translations	source_sentence_mt-translated_fr	source_sentence_mt-translated_mt-translated
The famous Greek lawyers, Sakis Kechagioglou and George Nikolakopoulos have been imprisoned in the Athens' jail of Korydallus, as they were found guilty of graft and corruption.	De berømte græske advokater Sakis Kechagioglou og George Nikolakopoulos er blevet fængslet i Korydallus-fængslet i Athen, da de blev fundet skyldige i udnyttelse af deres embede og korruption.	eng_Latn	dan_Latn	 De berømte græske advokater, Sakis Kechagioglou og George Nikolakopoulos, er blevet fængslet i Athens fængsel Korydallos, da de blev fundet skyldige i bestikkelse og korruption.	Les célèbres avocats grecs Sakis Kechagioglou et George Nikolakopoulos ont été emprisonnés dans la prison d'Athènes de Korydallus, car ils ont été reconnus coupables de greffe et de corruption.	De berømte græske advokater Sakis Kechagioglou og George Nikolakopoulos blev fængslet i Korydallus-fængslet i Athen, da de blev fundet skyldige i bestikkelse og korruption.
The advice assumes that travellers do not steal, trespass, participate in the illegal market, beg, or otherwise exploit other people for their own gain.	Informationerne tager udgangspunkt i, at de rejsende hverken stjæler, begår indbrud, deltager i det illegale marked, tigger eller på anden måde udnytter andre mennesker til deres egen fordel.	eng_Latn	dan_Latn	 Rådet forudsætter, at rejsende ikke stjæler, begår indbrud, deltager i det illegale marked, tigger eller på anden måde udnytter andre mennesker for egen vindings skyld.	Les conseils supposent que les voyageurs ne volent pas, n'entreprennent pas, ne participent pas au marché illégal, ne supplient pas ou n'exploitent pas d'autres personnes pour leur propre profit.	Rådene antager, at rejsende ikke stjæler, ikke bedrager, ikke deltager i det illegale marked, ikke tigger eller udnytter andre mennesker for egen vinding.
David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba.	David Headleys afsøgning og informationsindsamling havde bidraget til at gøre det muligt for de 10 bevæbnede mænd fra den pakistanske militante gruppe Laskhar-e-Taiba at udføre deres mission.	eng_Latn	dan_Latn	 David Headleys rekognoscering og indsamling af oplysninger havde hjulpet med at muliggøre operationen af de 10 bevæbnede mænd fra den pakistanske militante gruppe Laskhar-e-Taiba.	Le scoutisme et la collecte d'informations de David Headley ont permis l'opération des 10 hommes armés du groupe militant pakistanais Laskhar-e-Taiba.	Spejderarbejdet og informationsindsamlingen af David Headley muliggjorde operationen af de 10 bevæbnede mænd fra den pakistanske militante gruppe Laskhar-e-Taiba.
The original bill was drafted by former mayor of São Paulo, Marta Suplicy. The proposed legislation, after being amended, is now in the hands of Roberto Jefferson.	Det oprindelige lovforslag blev skrevet af Marta Suplicy, den tidligere borgmester i São Paulo. Den foreslåede lovændring er nu i hænderne på Roberto Jefferson, efter at den er blevet ændret.	eng_Latn	dan_Latn	 Det oprindelige lovforslag blev udarbejdet af den tidligere borgmester i São Paulo, Marta Suplicy. Det foreslåede lovforslag er efter at være blevet ændret nu i hænderne på Roberto Jefferson.	Le projet de loi original a été rédigé par l'ancien maire de São Paulo, Marta Suplicy. Le projet de loi, après avoir été modifié, est maintenant entre les mains de Roberto Jefferson.	Det oprindelige lovforslag blev udarbejdet af den tidligere borgmester i São Paulo, Marta Suplicy. Lovforslaget, efter at være blevet ændret, er nu i hænderne på Roberto Jefferson.
"Since Pakistani independence from British rule in 1947, the Pakistani President has appointed ""Political Agents"" to govern FATA, who exercise near-complete autonomous control over the areas."	"Siden Pakistan i 1947 blev uafhængigt af det britiske styre, har den pakistanske præsident udpeget ""politiske agenter"", som styrer FATA, og som har næsten fuldstændig kontrol over områderne."	eng_Latn	dan_Latn	" Siden Pakistans uafhængighed fra britisk styre i 1947 har den pakistanske præsident udnævnt ""politiske agenter"" til at styre FATA, som udøver næsten fuldstændig autonom kontrol over områderne."	Depuis l'indépendance du Pakistan par rapport à la domination britannique en 1947, le Président pakistanais a nommé des « agents politiques » pour gouverner la FATA, qui exerce un contrôle autonome quasi complet sur les zones.	"Siden Pakistans uafhængighed fra britisk herredømme i 1947 har den pakistanske præsident udnævnt ""politiske agenter"" til at styre FATA, som udøver næsten fuldstændig autonom kontrol over områderne."
Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects.	Nogle af programmerne i denne kategori kan endda oversætte tekster i fremmedsprog på skilte eller andre objekter i den virkelige verden, når brugeren peger sin smartphone mod disse objekter.	eng_Latn	dan_Latn	 Nogle af applikationerne i denne kategori kan endda oversætte tekster på fremmede sprog på skilte eller andre objekter i den virkelige verden, når brugeren peger sin smartphone mod disse objekter.	Certaines applications de cette catégorie peuvent même traduire des textes en langues étrangères sur des signes ou d'autres objets dans le monde réel lorsque l'utilisateur oriente le smartphone vers ces objets.	Nogle apps i denne kategori kan endda oversætte tekster på fremmedsprog på skilte eller andre objekter i den virkelige verden, når brugeren retter smartphonen mod disse objekter.
The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.	HK Management Inc., der er bandets administrationsselskab, gav ikke nogen umiddelbar begrundelse, da de aflyste den 20. september, men begrundede det med logistiske årsager den følgende dag.	eng_Latn	dan_Latn	 Bandets managementfirma, HK Management Inc., gav ingen begrundelse, da de aflyste den 20. september, men gav logistiske årsager som begrundelse dagen efter.	La société de gestion de la bande, HK Management Inc., n'a donné aucune raison initiale lorsqu'elle a annulé le 20 septembre, mais a accusé les raisons logistiques d'ici le lendemain.	Bandets administrationsselskab, HK Management Inc., gav ingen indledende grund, da de aflyste den 20. september, men angav logistiske årsager dagen efter.
When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach.	Da lavvande åbnede et hul langs Mystic River langs den nordøstlige del af halvøen, forlængede de hurtigt hegnet med en kort stenmur mod nord, der sluttede ved vandkanten på en lille strand.	eng_Latn	dan_Latn	 Da lavvande åbnede et hul langs Mystic River langs nordøstsiden af halvøen, forlængede de hurtigt hegnet med en kort stenmur mod nord, som endte ved vandkanten på en lille strand.	Lorsque la marée basse a ouvert un espace le long de la rivière Mystic le long du nord-est de la péninsule, ils ont rapidement étendu la clôture avec un court mur de pierre au nord se terminant au bord de l'eau sur une petite plage.	Da lavvandet åbnede et område langs Mystic-floden langs den nordøstlige del af halvøen, udvidede de hurtigt hegnet med en kort stenmur mod nord, der endte ved vandkanten på en lille strand.
After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.	Da det stod klart at mange familier søgte juridisk hjælp til at bekæmpe udsættelserne, blev der den 20. marts afholdt et møde på East Bay Community Law Center for ofrene for boligsnyderiet.	eng_Latn	dan_Latn	 Efter at det blev klart, at mange familier søgte juridisk hjælp til at bekæmpe udsættelserne, blev der afholdt et møde den 20. marts på East Bay Community Law Center for ofrene for boligsvindlen.	Après qu'il est devenu évident que de nombreuses familles cherchaient une aide juridique pour lutter contre les expulsions, une réunion a eu lieu le 20 mars au East Bay Community Law Center pour les victimes de l'escroquerie du logement.	Efter det blev tydeligt, at mange familier søgte juridisk hjælp til at bekæmpe udsættelser, fandt der et møde sted den 20. marts på East Bay Community Law Center for ofrene for boligsvindlen.
Often, you have to buy a global number separately that allows PSTN phones to call you. Where the number is from makes a difference for people calling you.	For det meste skal du købe et globalt nummer separat, hvilket gør det muligt for PSTN-telefoner at ringe til dig. Nummerets oprindelsessted har nemlig betydning for folk der ringer til dig.	eng_Latn	dan_Latn	 Ofte skal du købe et globalt nummer separat, som tillader PSTN-telefoner at ringe til dig. Hvor nummeret er fra, gør en forskel for folk, der ringer til dig.	Souvent, vous devez acheter un numéro global séparément qui permet aux téléphones PSTN de vous appeler. Où le numéro est de fait une différence pour les gens qui vous appellent.	Ofte skal du købe et separat globalt nummer, der gør det muligt for PSTN-telefoner at ringe til dig. Hvor nummeret faktisk udgør en forskel for dem, der ringer til dig.
This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.	Man kan skabe nem adgang til denne side ved blot at oplyse én internetadresse, som er nem at huske og nem at taste ind for elever som måske har svært ved at bruge tastaturet eller at stave.	eng_Latn	dan_Latn	 Denne side kan nemt tilgås ved at angive en enkelt webadresse, hvilket gør det nemt at huske og nemt at skrive for studerende, som måske har problemer med at bruge tastaturet eller med stavning.	Cette page est facilement accessible en fournissant une seule adresse Web, ce qui permet de se souvenir facilement et de saisir facilement pour les étudiants qui peuvent avoir des difficultés à utiliser le clavier ou avec l'orthographe.	Denne side er let tilgængelig ved at give en enkelt webadresse, hvilket gør det nemt at huske og indtaste for studerende, der kan have svært ved at bruge tastaturet eller med stavning.
It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies.	Det er komprimeret sne med sprækker, der er fyldt og markeret med flag. Det eneste, der kan bevæge sig på den, er specialiserede traktorer, der trækker slæder med brændstof og forsyninger.	eng_Latn	dan_Latn	 Det er sammenpresset sne med sprækker, der er fyldt ud og markeret med flag. Det kan kun passeres af specialiserede traktorer, der trækker slæder med brændstof og forsyninger.	C'est de la neige compacte avec des crevasses remplies et marquées par des drapeaux. Il ne peut être parcouru que par des tracteurs spécialisés, transportant des traîneaux avec du carburant et des fournitures.	Det er kompakt sne med sprækker fyldt og markeret med flag. Det kan kun krydses af specialiserede traktorer, der transporterer slæder med brændstof og forsyninger.
After initial military setbacks, Ethelred was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.	Efter indledningsvise militære tilbageslag var Ethelred i stand til at blive enig om vilkårene med Olaf, som vendte tilbage til Norge for at prøve at vinde sit kongerige med delvis succes.	eng_Latn	dan_Latn	 Efter indledende militære tilbageslag, var Ethelred i stand til at blive enige om vilkår med Olaf, som vendte tilbage til Norge for at forsøge at genvinde sit kongerige med blandet succes.	Après les premiers revers militaires, Ethelred fut en mesure d'accepter des conditions avec Olaf, qui retourna en Norvège pour essayer de gagner son royaume avec un succès mitigé.	Efter de første militære tilbageslag var Ethelred i stand til at indgå en aftale med Olaf, som vendte tilbage til Norge for at forsøge at vinde sit kongerige med blandet succes.
The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.	Byen ligger lige ved siden af vandfaldene, og de er hovedattraktionen, men denne populære turistdestination giver både eventyrsøgere og turister masser af muligheder for et længere ophold.	eng_Latn	dan_Latn	 Byen ligger lige ved siden af vandfaldene, og de er hovedattraktionen, men dette populære turistmål tilbyder både eventyrsøgere og turister masser af muligheder for et længere ophold.	La ville se trouve juste à côté des chutes, et ils sont l'attraction principale, mais cette destination touristique populaire offre à la fois les chercheurs d'aventure et les visiteurs de nombreuses possibilités pour un long séjour.	Byen ligger lige ved siden af vandfaldene, og de er hovedattraktionen, men denne populære turistdestination tilbyder både eventyrsøgende og besøgende mange muligheder for et langt ophold.
"Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy""."	"Attention Deficit Disorder ""er et neurologisk syndrom, hvis klassiske triade af definerende symptomer inkluderer impulsivitet, distraherbarhed og hyperaktivitet eller overskydende energi""."	eng_Latn	dan_Latn	" Attention Deficit Disorder ""er et neurologisk syndrom, hvis klassiske definerende triade af symptomer inkluderer impulsivitet, distraherbarhed og hyperaktivitet eller overskudsenergi."""	Le trouble déficitaire de l'attention « est un syndrome neurologique dont la triade classique définit les symptômes, y compris l'impulsivité, la distractivité et l'hyperactivité ou l'excès d'énergie ».	"Opmærksomhedsforstyrrelse ""er et neurologisk syndrom, hvor den klassiske triade definerer symptomerne, herunder impulsivitet, distraktibilitet og hyperaktivitet eller overskydende energi""."
The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.	Hvis den anden sætning, hvori det foreslås at forbyde registrerede partnerskaber for personer af samme køn fejler, kan det muligvis åbne døren for registrerede partnerskaber i fremtiden.	eng_Latn	dan_Latn	 Den anden sætning, som foreslår at forbyde ægteskaber mellem personer af samme køn, kunne muligvis åbne døren for ægteskaber mellem personer af samme køn i fremtiden.	L'échec de la deuxième phrase, qui propose d'interdire les unions civiles de même sexe, pourrait éventuellement ouvrir la porte aux unions civiles à l'avenir.	Den anden sætning, som foreslår at forbyde civile partnerskaber af samme køn, kunne muligvis åbne døren for civile partnerskaber i fremtiden.
However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.	I juni 1956 blev Krushchevs løfter dog sat på prøve, da optøjer i Polen, hvor arbejdernes protester over mangel på mad og nedskæringer i løn, blev til en generel protest mod kommunismen.	eng_Latn	dan_Latn	 Men i juni 1956 blev Krushchevs løfter sat på prøve, da optøjer i Polen, hvor arbejdere protesterede mod fødevaremangel og lønnedskæringer, udviklede sig til en generel protest mod kommunismen.	Cependant, en juin 1956, les promesses de Krouchtchev furent mises à l'épreuve lorsque les émeutes en Pologne, où les travailleurs protestaient contre les pénuries alimentaires et les réductions de salaires, se transformèrent en une protestation générale contre le communisme.	I juni 1956 blev Khrusjtjovs løfter dog sat på prøve, da optøjerne i Polen, hvor arbejderne protesterede mod fødevaremangel og lønnedskæringer, udviklede sig til en generel protest mod kommunismen.
As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.	Ligesom med vejrtrækningsproblemer i koldere klimaer er det ret almindeligt at have tarmproblemer i varme klimaer. De er i de fleste tilfælde yderst irriterende men ikke rigtigt farlige.	eng_Latn	dan_Latn	 Som med åndedrætsproblemer i koldere klimaer er tarmproblemer i varme klimaer ret almindelige og er i de fleste tilfælde tydeligt irriterende, men ikke rigtig farlige.	Comme pour les problèmes respiratoires dans les climats plus froids, les problèmes intestinaux dans les climats chauds sont assez fréquents et dans la plupart des cas sont nettement ennuyeux mais pas vraiment dangereux.	Ligesom med vejrtrækningsproblemer i koldere klimaer er tarmproblemer i varme klimaer ret almindelige og i de fleste tilfælde temmelig irriterende, men ikke rigtig farlige.
Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.	Ikke desto mindre ville alle fransktalende belgere og schweizere have lært standardfransk i skolen, så de ville kunne forstå dig, selv hvis du brugte det almindelige, franske talsystem.	eng_Latn	dan_Latn	 Ikke desto mindre ville alle fransktalende belgiere og schweizere have lært standardfransk i skolen, så de ville være i stand til at forstå dig, selvom du brugte det standardfranske nummereringssystem.	Néanmoins, tous les Belges de langue française et les Suisses auraient appris le français standard à l'école, de sorte qu'ils pourraient vous comprendre même si vous utilisiez le système de numérotation français standard.	Ikke desto mindre ville alle fransktalende belgiere og schweizere have lært standardfransk i skolen, så de ville kunne forstå dig, selv hvis du brugte det franske standardtalsystem.
Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.	Studerende kan også indsende spørgsmål til instruktører på et hvilket som helst tidspunkt på dagen og forvente forholdsmæssigt hurtige svar, fremfor at vente til det næste fysiske møde.	eng_Latn	dan_Latn	 Studerende kan også indsende spørgsmål til instruktører på ethvert tidspunkt af dagen og forvente rimeligt hurtige svar, i stedet for at vente til det næste møde ansigt til ansigt.	Les étudiants peuvent aussi poser des questions aux instructeurs à tout moment de la journée et s'attendre à des réponses raisonnablement rapides, plutôt que d'attendre la prochaine réunion en personne.	Studerende kan også stille spørgsmål til instruktørerne når som helst på dagen og forvente rimeligt hurtige svar, i stedet for at vente til det næste møde ansigt til ansigt.
"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation."	"Forskere kalder denne proces ""stimuleret udsendelse af stråling"", fordi atomerne stimuleres af det klare lys, hvilket forårsager udsendelsen af en lysfoton, og lys er en slags stråling."	eng_Latn	dan_Latn	" Forskere kalder denne proces ""stimuleret udsendelse af stråling"", fordi atomerne stimuleres af det klare lys, hvilket forårsager udsendelse af en foton af lys, og lys er en type stråling."	Les scientifiques appellent ce processus « émission stimulée de rayonnement » parce que les atomes sont stimulés par la lumière vive, provoquant l'émission d'un photon de lumière, et la lumière est un type de rayonnement.	"Videnskabsfolk kalder denne proces for ""stimuleret emission af stråling"", fordi atomerne stimuleres af det stærke lys, hvilket forårsager udsendelsen af en lysfoton, og lys er en type stråling."
"The ""typical"" visit involves flying into Orlando International Airport, busing to an on-site Disney hotel, spending about a week without leaving Disney property, and returning home."	"Det ""typiske"" besøg består i at flyve til Orlandos internationale lufthavn, køre i en bus til et Disney-hotel på stedet, en uges ophold uden at forlade Disneys ejendom og en returrejse."	eng_Latn	dan_Latn	" Det ""typiske"" besøg involverer at flyve til Orlando International Airport, tage en bus til et Disney hotel, tilbringe omkring en uge uden at forlade Disney-ejendommen, og vende hjem."	"La visite ""typique"" consiste à se rendre à l'aéroport international d'Orlando, à prendre l'autobus vers un hôtel Disney sur place, à passer environ une semaine sans quitter l'établissement Disney et à rentrer chez lui."	"Det ""typiske"" besøg består i at tage til Orlando International Airport, tage bussen til et Disney-hotel på stedet, tilbringe omkring en uge uden at forlade Disney-anlægget og derefter tage hjem igen."
High-end brand-name frames available in such areas may have two problems; some may be knock-offs, and the real imported ones may be more expensive than at home.	De eksklusive stel fra anerkendte mærker som findes i sådanne områder kan have to problemer; nogle kan være billige kopier, og de ægte, importerede varer kan være dyrere end derhjemme.	eng_Latn	dan_Latn	 Eksklusive mærkevarebriller, som kan fås i sådanne områder, kan have to problemer; nogle kan være kopivarer, og de ægte importerede kan være dyrere end derhjemme.	Les cadres haut de gamme de marque disponibles dans ces zones peuvent avoir deux problèmes; certains peuvent être des cassures, et les vrais importés peuvent être plus chers qu'à la maison.	De eksklusive mærkerammer, der er tilgængelige i disse områder, kan have to problemer; nogle kan være beskadigede, og de ægte importerede kan være dyrere end derhjemme.
"What is a cell? The word cell comes from the Latin word ""cella"", meaning ""small room"", and it was first coined by a microscopist observing the structure of cork."	"Hvad er en celle? Ordet celle stammer fra det latinske ord ""cella"", hvilket betyder ""lille rum"", og det blev brugt for første gang af en mikroskopist, der observerede korkens struktur."	eng_Latn	dan_Latn	" Hvad er en celle? Ordet celle kommer fra det latinske ord ""cella"", der betyder ""lille rum"", og det blev først brugt af en mikroskopist, der observerede korkens struktur."	"Qu'est-ce qu'une cellule? Le mot cellule vient du mot latin ""cella"", qui signifie ""petite pièce"", et il a d'abord été inventé par un microscopiste observant la structure du liège."	"Hvad er en celle? Ordet celle kommer fra det latinske ord ""cella"", som betyder ""lille rum"", og det blev først opfundet af en mikroskopist, der observerede strukturen af kork."
In some federal countries, such as the United States and Canada, income tax is levied both at the federal level and at the local level, so the rates and brackets can vary from region to region.	I nogle føderale lande, som for eksempel USA og Canada, opkræves der indkomstskat på både føderalt og lokalt niveau, så satser og tariffer kan variere fra den ene region til den anden.	eng_Latn	dan_Latn	 I nogle føderale lande, såsom USA og Canada, opkræves indkomstskat både på føderalt niveau og på lokalt niveau, så satserne og skattegrænser kan variere fra region til region.	Dans certains pays fédéraux, comme les États-Unis et le Canada, l'impôt sur le revenu est prélevé tant au niveau fédéral qu'au niveau local, de sorte que les taux et les fourchettes peuvent varier d'une région à l'autre.	I nogle føderale lande, som USA og Canada, opkræves indkomstskat både på føderalt og lokalt niveau, så satserne og intervallerne kan variere fra region til region.
A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.	En ændring var foretaget i dette parlamentsmøde, da den anden sætning først blev slettet af Repræsentanternes Hus og derefter blev godkendt i en tilsvarende udgave af Senatetet mandag.	eng_Latn	dan_Latn	 En ændring blev foretaget i denne lovgivende periode, da den anden sætning først blev slettet af Repræsentanternes Hus og derefter blev vedtaget i en lignende form af Senatet mandag.	Une modification a été apportée à cette session législative lorsque la deuxième phrase a d'abord été supprimée par la Chambre des représentants, puis adoptée sous une forme similaire par le Sénat lundi.	Der blev foretaget en ændring i denne lovgivningssession, da den anden sætning først blev fjernet af Repræsentanternes Hus og derefter vedtaget i en lignende form af Senatet mandag.
The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.	JAS 39C Gripen styrtede ned på en landingsbane omkring kl. 9.30 lokal tid (02.30 UTC) og eksploderede, hvilket førte til midlertidig lukning af lufthavnen for kommercielle flyvninger.	eng_Latn	dan_Latn	 JAS 39C Gripen styrtede ned på en landingsbane omkring kl. 9:30 lokal tid (0230 UTC) og eksploderede, hvilket lukkede lufthavnen for kommercielle flyvninger.	Le JAS 39C Gripen s'est écrasé sur une piste vers 9h30 heure locale (0230 UTC) et a explosé, fermant l'aéroport aux vols commerciaux.	JAS 39C Gripen styrtede ned på en landingsbane omkring kl. 9.30 lokal tid (0230 UTC) og eksploderede, hvilket lukkede lufthavnen for kommercielle flyvninger.
In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.	I starten af krigen rejste de primært ovenpå vandet, men da radaren begyndte at udvikle sig og blev mere præcis, blev ubådene tvunget til at gå under vandet for at undgå at blive set.	eng_Latn	dan_Latn	 I begyndelsen af krigen rejste de mest på havet, men da radaren begyndte at udvikle sig og blive mere præcis, blev ubådene tvunget til at gå under vandet for at undgå at blive set.	Au début de la guerre, ils voyageaient surtout au-dessus de la mer, mais au fur et à mesure que le radar commençait à se développer et à devenir plus précis, les sous-marins étaient forcés d'aller sous l'eau pour éviter d'être vus.	I begyndelsen af krigen rejste de mest over havet, men efterhånden som radaren begyndte at udvikle sig og blive mere præcis, blev ubådene tvunget til at gå under vandet for at undgå at blive set.
The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.	Den kunstneriske begivenhed er også del af en kampagne lanceret af Bukarest Rådhus i et forsøg på at genoprette billedet af den rumænske hovedstad som en kreativ og farverig metropol.	eng_Latn	dan_Latn	 Den kunstneriske begivenhed er også en del af en kampagne fra Bukarest bystyre, der søger at relancere billedet af den rumænske hovedstad som en kreativ og farverig metropol.	L'événement artistique fait également partie d'une campagne de l'Hôtel de Ville de Bucarest qui cherche à relancer l'image de la capitale roumaine en tant que métropole créative et colorée.	Den kunstneriske begivenhed er også en del af en kampagne fra Bukarests rådhus, der søger at genoplive billedet af den rumænske hovedstad som en kreativ og farverig metropol.
In fact, region codes have absolutely no effect on illegal copying; a bit-for-bit copy of a disk will play just fine on any device where the original will.	Faktisk har regionskoder absolut ingen effekt på ulovlig kopiering: en bid-for-bid-kopi af en disk vil afspille helt fint på en hvilken som helst enhed, hvor originalen kan afspilles.	eng_Latn	dan_Latn	 Faktisk har regionskoder absolut ingen effekt på ulovlig kopiering; en bit-for-bit kopi af en disk vil afspille fint på enhver enhed, hvor den originale disk vil.	En fait, les codes régionaux n'ont absolument aucun effet sur la copie illégale; une copie bit-for-bit d'un disque sera jouée très bien sur n'importe quel appareil où l'original le fera.	Faktisk har regionskoder absolut ingen effekt på ulovlig kopiering; en bit-for-bit kopi af en disk vil afspilles fint på enhver enhed, hvor originalen kan afspilles.
Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.	Beboere fra andre områder nævner ofte gode forhold for blandt andet børnefamilier som en primær grund til at flytte dertil, og besøgende finder at byen er nem at nyde sammen med børn.	eng_Latn	dan_Latn	 Indbyggere fra andre områder nævner ofte familievenlighed som en primær årsag til at flytte dertil, og besøgende finder ofte byen nem at nyde med børn omkring.	Les résidents d'autres régions citent souvent la convivialité comme une raison principale de s'y déplacer, et les visiteurs trouvent souvent la ville facile à apprécier avec les enfants autour.	Beboere fra andre regioner nævner ofte venligheden som en hovedårsag til at flytte dertil, og besøgende finder ofte byen nem at nyde med børn omkring.
Maintaining a healthy energy balance, practicing effective hydration habits, and understanding the various aspects of supplementation practices can help athletes improve their performance and increase their enjoyment of the sport.	At vedligeholde en sund energibalance, at drikke rigeligt og at forstå meningen med tage tilskud kan forbedre atleters præstationer og give dem en bedre nydelse, når de dyrker sport.	eng_Latn	dan_Latn	 Ved at opretholde en sund energibalance, praktisere effektive hydreringsvaner og forstå de forskellige aspekter af tilskudspraksis kan atleter forbedre deres præstationer og øge deres nydelse af sporten.	Le maintien d'un équilibre énergétique sain, la pratique d'habitudes d'hydratation efficaces et la compréhension des divers aspects des pratiques de supplémentation peuvent aider les athlètes à améliorer leur performance et à profiter davantage du sport.	Atleter kan forbedre deres præstationer og få mere glæde af sporten ved at opretholde en sund energibalance, praktisere effektive hydreringsvaner og forstå de forskellige aspekter af supplementpraksis.
Sirena is the only ranger station that offers dormitory lodging and hot meals in addition to camping. La Leona, San Pedrillo, and Los Patos offer only camping with no food service.	Sirena er den eneste ranger station, som tilbyder indkvartering i sovesale samt varme måltider foruden camping. La Leona, San Pedrillo og Los Patos tilbyder kun camping og ingen mad.	eng_Latn	dan_Latn	 Sirena er den eneste rangerstation, der tilbyder sovesalsindkvartering og varme måltider ud over camping. La Leona, San Pedrillo og Los Patos tilbyder kun camping uden madservice.	Sirena est la seule station de ranger qui offre un hébergement dortoir et des repas chauds en plus du camping. La Leona, San Pedrillo, et Los Patos offrent seulement le camping sans service alimentaire.	Sirena er den eneste rangerstation, der tilbyder sovesalsindkvartering og varme måltider ud over camping. La Leona, San Pedrillo og Los Patos tilbyder kun camping uden madservice.
While understanding one’s history does not assume understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.	Mens forståelse af ens historie ikke forudsætter at man forstår kultur, hjælper det i det mindste folk med at få en fornemmelse af, hvor de falder ind under organisationens historie.	eng_Latn	dan_Latn	 Mens det at forstå sin historie ikke forudsætter forståelse af kulturen, hjælper det i det mindste folk med at få en fornemmelse af, hvor de hører til i organisationens historie.	Bien que la compréhension de l'histoire ne suppose pas la compréhension de la culture, elle aide au moins les gens à comprendre où ils se situent dans l'histoire de l'organisation.	Selvom forståelsen af historien ikke forudsætter forståelsen af kulturen, hjælper den i det mindste folk med at forstå, hvor de befinder sig i organisationens historie.
Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.	To tredjedele af de venezuelanere der er i arbejde, arbejder inden for servicesektoren, næsten en fjerdedel arbejder inden for industrisektoren, og en femtedel arbejder med landbrug.	eng_Latn	dan_Latn	 To tredjedele af venezuelanere, som arbejder, gør det i servicesektoren, næsten en fjerdedel arbejder i industrien og en femtedel arbejder i landbruget.	Les deux tiers des Vénézuéliens qui travaillent dans le secteur des services, près d'un quart travaillent dans l'industrie et un cinquième dans l'agriculture.	To tredjedele af venezuelanere arbejder i servicesektoren, næsten en fjerdedel arbejder i industrien, og en femtedel arbejder i landbruget.
"On March 18, 1965, he performed the first manned extravehicular activity (EVA), or ""spacewalk"", remaining alone outside the spacecraft for just over twelve minutes."	"Den 18. marts 1965 gennemførte han den første bemandede ekstra-vehikulære aktivitet (EVA), eller  ""rumvandring"", og opholdt sig alene uden for rumfartøjet i lige over tolv minutter."	eng_Latn	dan_Latn	" Den 18. marts 1965 udførte han den første bemandede rumvandring, eller ""rumvandring"", og forblev alene uden for rumfartøjet i lidt over tolv minutter."	"Le 18 mars 1965, il réalise la première activité extravéhiculaire habitée (EVA), ou ""spacewalk"", restant seul à l'extérieur de l'engin spatial pendant un peu plus de douze minutes."	"Den 18. marts 1965 udførte han den første bemandede ekstravehikulære aktivitet (EVA), eller ""rumvandring"", hvor han var alene uden for rumfartøjet i lidt over tolv minutter."
